Date,Day,Minimum temperature (°C),Maximum temperature (°C),Rainfall (mm),Evaporation (mm),Sunshine (hours),Direction of maximum wind gust ,Speed of maximum wind gust (km/h),Time of maximum wind gust,9am Temperature (°C),9am relative humidity (%),9am cloud amount (oktas),9am wind direction,9am wind speed (km/h),9am MSL pressure (hPa),3pm Temperature (°C),3pm relative humidity (%),3pm cloud amount (oktas),3pm wind direction,3pm wind speed (km/h),3pm MSL pressure (hPa)
6/1/2014,Mo,16.3,39.1,0,10.2,12.6,SW,37,17:18,29,35,1,ENE,15,1011.6,37.9,19,2,SW,15,1008.3
7/1/2014,Tu,19.7,26.9,0,11,12.6,SW,35,16:07,23.5,70,1,WSW,13,1014.2,24.5,56,1,WSW,17,1014.4
8/1/2014,We,17.5,28.4,0,10,11.8,SW,35,15:09,23.1,59,2,S,15,1017.9,25.8,51,7,SSW,20,1015.6
9/1/2014,Th,17,30,0,8,13.2,SW,43,17:53,23.4,55,0,S,7,1016.7,27.3,55,0,SSW,17,1014.4
10/1/2014,Fr,16.7,34.2,0,9.8,13.2,SW,43,15:02,26.5,49,0,E,9,1017.2,30.6,44,0,SSW,22,1014.8
11/1/2014,Sa,22.6,43.3,0,12,13.1,NE,33,8:19,30.7,34,0,ESE,13,1015.7,42.5,12,0,SE,11,1010.4
12/1/2014,Su,29.7,41,0,16,12.2,NW,37,11:46,39,13,1,N,17,1007.4,33.1,33,1,WSW,17,1008
13/1/2014,Mo,20.9,27.8,0,13.2,9.4,SW,39,18:22,23.5,67,7,S,15,1010.7,25.3,51,4,SW,20,1009.8
14/1/2014,Tu,15,26.7,0,10.2,13.1,SSW,37,16:14,21.7,50,0,SE,9,1012.9,25,44,0,SW,19,1010.3
15/1/2014,We,16.1,25.6,0,9.4,12.4,WSW,41,21:46,23.4,53,2,NNE,4,1008.5,24.3,49,3,W,19,1008.7
16/1/2014,Th,18.7,25.6,0.2,9.6,13,SW,41,14:48,22.7,51,4,SSW,11,1012.8,23.7,46,1,SSW,22,1012.3
17/1/2014,Fr,15.8,31.6,0,10,13.1,S,35,17:19,22.2,50,0,ESE,13,1014.5,28,44,0,SW,19,1010.5
18/1/2014,Sa,15.5,37.1,0,9.4,13.2,SSW,39,15:33,28,35,0,ENE,13,1012.5,35.3,25,0,SSW,17,1009.7
19/1/2014,Su,22.2,38.7,0,13.2,13.1,SW,46,16:42,30.3,32,0,E,11,1011.4,35.8,24,0,SSW,24,1007.9
20/1/2014,Mo,20.4,38.3,0,13.4,13.1,NE,41,9:11,26.3,45,0,E,13,1010.4,38,21,0,ESE,13,1006.5
21/1/2014,Tu,20,38,0,15.2,13.2,E,43,8:10,26.1,49,0,ESE,17,1008.8,36.7,26,0,SE,15,1004.6
22/1/2014,We,23.8,37.2,0,11,13,SE,39,14:54,29.7,48,1,ENE,19,1007.3,35.9,29,4,SE,17,1003.3
23/1/2014,Th,22.7,36.2,0,12,13.1,SE,54,17:02,28.2,52,1,SSE,11,1007.8,35.9,29,3,SE,22,1006
24/1/2014,Fr,23.2,32.6,0,13.4,9.3,ESE,50,11:58,24.6,57,7,ESE,17,1014.9,31.7,35,2,E,17,1010.8
25/1/2014,Sa,24.6,36.7,0,11.4,10.9,SW,33,18:55,28,54,6,NE,17,1010.5,35.2,37,3,SW,15,1006.4
26/1/2014,Su,23.5,31,0,10.6,12.9,SSW,41,15:03,27.6,59,1,SSW,13,1010.9,28.3,49,1,SSW,24,1008.5
27/1/2014,Mo,18.5,26.4,0,10.2,11.2,SSW,46,15:18,22.1,72,5,SW,13,1011.3,24.8,46,1,SSW,24,1010.8
28/1/2014,Tu,15.9,31.5,0,9.2,13.1,SSE,39,10:38,20.9,47,0,SE,13,1017.9,30.4,27,0,SE,13,1013.7
29/1/2014,We,16.6,33.5,0,11.6,13,SSE,41,0:47,23.5,46,0,E,15,1013.7,31.6,36,1,SW,17,1009.5
30/1/2014,Th,19,34.6,0,10.6,13,SW,31,19:04,28.6,37,2,SE,6,1009.9,32.9,34,1,SSW,17,1007
31/1/2014,Fr,21.1,29.7,0,9.6,10.7,SSW,39,17:18,26.1,59,6,NNW,9,1007.4,26.3,58,1,SW,17,1006.6
