Date,Day,Minimum temperature (°C),Maximum temperature (°C),Rainfall (mm),Evaporation (mm),Sunshine (hours),Direction of maximum wind gust ,Speed of maximum wind gust (km/h),Time of maximum wind gust,9am Temperature (°C),9am relative humidity (%),9am cloud amount (oktas),9am wind direction,9am wind speed (km/h),9am MSL pressure (hPa),3pm Temperature (°C),3pm relative humidity (%),3pm cloud amount (oktas),3pm wind direction,3pm wind speed (km/h),3pm MSL pressure (hPa),
16/4/2014,We,10,23.8,0,3.2,10.2,WNW,26,12:18,17.2,60,,N,7,1020.9,23.3,31,,WNW,15,1019.1,16/4/2014/4/2014
17/4/2014,Th,10.9,24.2,0,2.4,8.4,W,22,12:39,17.6,75,,NNE,9,1021.8,23.6,42,,WNW,13,1019.6,17/4/2014/4/2014
18/4/2014,Fr,15.1,20.5,1.8,,8.9,SW,39,7:26,16.7,87,,SSW,11,1021.8,20.4,34,,S,17,1021.4,18/4/2014/4/2014
19/4/2014,Sa,9,19.6,0,,5.3,W,26,15:06,13.8,66,,N,7,1023.5,19,43,,WSW,17,1019.1,19/4/2014/4/2014
20/4/2014,Su,9.2,22.5,0,,9.6,W,20,12:40,16.6,50,,NNE,6,1019.7,21.3,41,,W,11,1017.5,20/4/2014/4/2014
21/4/2014,Mo,15,28.5,0,,4.4,NNW,48,14:52,22.4,35,,NNE,17,1014.4,27.4,27,,NNW,26,1011.1,21/4/2014/4/2014
22/4/2014,Tu,16.7,21.4,0,15.2,8.5,SW,35,15:16,18.6,66,,S,13,1017.2,19.8,50,,WSW,22,1017,22/4/2014/4/2014
23/4/2014,We,8.1,20.9,0,3.6,9.2,WNW,22,13:05,14.6,63,,Calm,,1018.8,20.1,34,,SSW,9,1014.9,23/4/2014/4/2014
24/4/2014,Th,12.9,21.7,1.2,2,9.5,WSW,28,6:47,17.2,71,,S,17,1018.7,21,41,,SSW,15,1017.5,24/4/2014/4/2014
25/4/2014,Fr,9,23.3,0,,4.9,NNW,39,21:28,17.9,43,,NE,13,1017.4,22.2,43,,WNW,11,1011.9,25/4/2014/4/2014
26/4/2014,Sa,11.8,21.3,1.2,,9.1,S,35,12:28,18.2,75,,SSW,13,1016.1,19.3,60,,SSE,17,1017.1,26/4/2014/4/2014
27/4/2014,Su,10.7,22.2,0,,8.5,ENE,35,7:26,14.9,41,,NE,15,1023.7,21.3,38,,NE,15,1019.4,27/4/2014/4/2014
28/4/2014,Mo,14.9,29.2,0,10.6,6.6,N,43,15:49,22,46,,NNE,17,1014.8,29.1,33,,N,17,1010.2,28/4/2014/4/2014
29/4/2014,Tu,13.9,19.3,24.4,3.8,5.7,SW,54,19:48,14.1,94,,NW,9,1014,18.7,54,,W,24,1012.3,29/4/2014/4/2014
30/4/2014,We,11,18.3,1.6,2.2,6.7,WSW,24,13:33,14,61,,SW,6,1021.6,17.1,48,,WSW,11,1020.5,30/4/2014/4/2014
1/3/2014,Sa,12.6,26.7,0,,12,SE,41,23:07,17.7,63,,SSW,6,1022,25.7,32,,SSE,9,1019.7,1/3/2014/3/2014
2/3/2014,Su,15.4,30.4,0,,12,SE,30,0:03,19.8,64,,SW,4,1021.3,29.9,34,,W,15,1019.5,2/3/2014/3/2014
3/3/2014,Mo,16.1,32.1,0,17.2,11.8,W,26,14:33,22.5,52,,S,4,1021.9,31.4,23,,WSW,17,1019.2,3/3/2014/3/2014
4/3/2014,Tu,19.7,35.4,0,6.6,11.8,SW,33,19:20,24.9,41,,Calm,,1018.7,35,17,,W,15,1016.2,4/3/2014/3/2014
5/3/2014,We,16.7,24.8,0,6.6,11.7,S,37,13:46,20.8,61,,S,15,1019.3,23.7,48,,SSE,24,1018.9,5/3/2014/3/2014
6/3/2014,Th,13.5,23.9,0,6.6,11.6,SSE,48,22:43,16.5,48,,SE,9,1021.3,22.8,35,,E,11,1019.3,6/3/2014/3/2014
7/3/2014,Fr,13.3,24.3,0,5.8,11.6,SSE,39,23:40,16.5,49,,SSE,7,1024.3,23.2,34,,SE,13,1021.8,7/3/2014/3/2014
8/3/2014,Sa,15.5,31.4,,,11.5,ESE,41,23:55,20.9,56,,ESE,4,1020.3,30.5,28,,NNW,11,1016.1,8/3/2014/3/2014
9/3/2014,Su,19.4,36.4,,,11,WNW,35,14:11,27.2,34,,NE,7,1015,35.3,15,,NNW,24,1012.9,9/3/2014/3/2014
10/3/2014,Mo,20.3,35.2,,,1.4,NNW,28,13:22,25.6,47,,NE,6,1017.3,34.2,22,,WNW,13,1016,10/3/2014/3/2014
11/3/2014,Tu,22.3,32.2,0.4,20.6,3.2,W,65,12:22,25.6,53,,ESE,9,1017,22.8,78,,NE,9,1017.2,11/3/2014/3/2014
12/3/2014,We,15.1,24.1,2.2,2.8,10.7,W,39,13:45,18.6,59,,SSE,13,1022.9,23.4,42,,WSW,19,1021.3,12/3/2014/3/2014
13/3/2014,Th,12.2,25.6,0,5,9.8,WSW,26,12:20,17.8,59,,Calm,,1020.8,23.8,41,,SW,13,1017.1,13/3/2014/3/2014
14/3/2014,Fr,12.1,28.1,0,3.6,4.1,NNW,24,12:46,16.2,66,,ENE,6,1014.1,26.4,30,,WNW,15,1010.9,14/3/2014/3/2014
15/3/2014,Sa,16.2,23.6,0.4,,4.1,W,61,18:55,20.2,78,,WSW,20,1006.1,19.5,59,,WSW,30,1006.7,15/3/2014/3/2014
16/3/2014,Su,13.5,21.8,5.4,,6.4,WNW,46,8:51,15.5,73,,WSW,19,1011.2,21.2,48,,W,19,1011.4,16/3/2014/3/2014
17/3/2014,Mo,15.5,24,7.4,9,3.9,WNW,46,23:09,18.6,85,,WNW,11,1015.6,21.9,75,,NW,20,1016.3,17/3/2014/3/2014
18/3/2014,Tu,17.1,24.9,1.4,2.2,7.6,WSW,31,16:37,18.2,85,,ENE,6,1021.8,24.5,50,,WNW,15,1021.8,18/3/2014/3/2014
19/3/2014,We,13.3,25.4,0,3.6,11,WSW,26,16:17,17.7,67,,E,7,1026.9,24.5,45,,WSW,13,1024.3,19/3/2014/3/2014
20/3/2014,Th,14.2,32.6,0,4,10.9,W,30,13:45,19.8,52,,NNE,7,1021.4,31.9,24,,W,19,1017.8,20/3/2014/3/2014
21/3/2014,Fr,17.9,21.6,0,4.8,8.5,SSE,48,11:13,18,71,,SSW,24,1020,20.4,44,,SSE,24,1021.7,21/3/2014/3/2014
22/3/2014,Sa,11.2,22.6,,,10.7,SE,31,1:50,13.6,53,,SSW,2,1023.8,21.1,34,,NNE,7,1020.3,22/3/2014/3/2014
23/3/2014,Su,13.3,20.4,,,2.8,SSW,37,10:55,14.8,61,,S,9,1022.5,18,51,,SSE,17,1022.3,23/3/2014/3/2014
24/3/2014,Mo,10.5,22.2,1.2,12.8,6.1,SSE,37,12:41,13.4,91,,N,6,1023.3,21.6,39,,S,15,1021,24/3/2014/3/2014
25/3/2014,Tu,13.2,20.2,0,2.8,2.3,SSE,31,1:36,15.3,64,,S,9,1023.9,19,51,,SSE,15,1021.3,25/3/2014/3/2014
26/3/2014,We,13.5,28.3,0.6,1.6,8.5,ENE,31,22:40,18.1,71,,W,7,1021.1,25.3,54,,WSW,13,1017.7,26/3/2014/3/2014
27/3/2014,Th,15.8,29.2,0,3.4,9.7,WSW,28,16:23,19.9,65,,NE,6,1017.3,27.7,39,,SW,13,1013.9,27/3/2014/3/2014
28/3/2014,Fr,15.9,27.5,0,3.8,8.6,W,24,13:22,18.6,77,,Calm,,1017.2,25.1,55,,WSW,13,1015.6,28/3/2014/3/2014
29/3/2014,Sa,17,27.6,0,,10.2,WSW,30,14:08,19,76,,Calm,,1017.2,27.2,46,,W,15,1015.5,29/3/2014/3/2014
30/3/2014,Su,12.8,32.7,0,,10.9,W,24,13:56,16.2,75,,Calm,,1018.6,32,22,,WNW,15,1016.3,30/3/2014/3/2014
31/3/2014,Mo,16.2,32.5,0,12.4,1,NE,24,21:56,25.7,43,,NE,7,1017.3,30.3,31,,N,7,1015.1,31/3/2014/3/2014
1/2/2014,Sa,22.7,43.4,0,,,ESE,43,19:57,28.8,35,,SSW,9,1009.6,41.6,12,,WSW,17,1006.6,1/2/2014/2/2014
2/2/2014,Su,28.7,44.7,0,,11.3,ESE,46,0:13,36.5,16,,NNE,11,1006.9,43.9,8,,WSW,19,1004.8,2/2/2014/2/2014
3/2/2014,Mo,23.6,28.3,0,34,9,SE,59,15:21,23.8,57,,SE,22,1010,23.5,54,,SSE,31,1014.2,3/2/2014/2/2014
4/2/2014,Tu,14.9,28.3,0,8.8,12.7,SSW,70,11:33,17.8,39,,N,11,1019.3,27.4,18,,ESE,17,1016.9,4/2/2014/2/2014
5/2/2014,We,17.8,34.3,0,8.2,12.8,SE,48,1:14,24.3,37,,SW,11,1015.2,33.6,17,,WSW,15,1012.5,5/2/2014/2/2014
6/2/2014,Th,16.1,33.5,0,8,12.7,SW,28,13:36,24.2,34,,SSW,2,1012.6,31.6,27,,WSW,19,1010.9,6/2/2014/2/2014
7/2/2014,Fr,17.9,36.7,0,7.4,12.7,WSW,26,13:30,24.6,27,,NNW,7,1011.5,36.2,15,,W,13,1009.9,7/2/2014/2/2014
8/2/2014,Sa,22.8,42.7,0,,8.3,NW,61,12:23,35.4,13,,NNE,20,1007.7,40.9,10,,NW,26,1005.7,8/2/2014/2/2014
9/2/2014,Su,20.3,28.4,0,,12.7,SW,48,4:20,20.4,63,,SSW,26,1015.5,25.7,38,,WSW,26,1016.3,9/2/2014/2/2014
10/2/2014,Mo,14.6,33.8,0,27.2,12.9,SE,31,17:44,19.7,41,,S,11,1018.4,31.5,21,,SW,11,1014.5,10/2/2014/2/2014
11/2/2014,Tu,19.5,42.5,0,8.2,12.2,SE,41,22:49,29,21,,NNW,4,1012.3,41.3,9,,WSW,9,1009.8,11/2/2014/2/2014
12/2/2014,We,29,41.7,0,13.2,4.6,ESE,52,19:12,35.5,6,,NE,13,1009.8,41.1,10,,WSW,11,1008,12/2/2014/2/2014
13/2/2014,Th,24.7,26.6,0.8,9.6,0,E,37,5:55,25.3,54,,E,13,1009.1,21.6,95,,NE,7,1009.7,13/2/2014/2/2014
14/2/2014,Fr,20.6,24.5,75.2,,0,NE,26,0:54,22,93,,NE,11,1003.2,23.2,86,,ENE,7,998.8,14/2/2014/2/2014
15/2/2014,Sa,21.3,26.9,17,,4,SW,39,16:52,23.4,81,,SW,11,998.9,25.1,63,,SSW,19,1000.8,15/2/2014/2/2014
16/2/2014,Su,17,25.1,0,,10.4,WSW,46,13:41,18.8,65,,SSW,13,1013.2,23.7,42,,WSW,22,1012.3,16/2/2014/2/2014
17/2/2014,Mo,12.7,26.8,0,10.8,12.7,NW,26,12:51,17.2,66,,NNW,6,1014.3,26.1,31,,W,11,1011.6,17/2/2014/2/2014
18/2/2014,Tu,17,24.9,0,5,10.7,WSW,33,20:17,19.7,62,,SW,15,1011.4,23.2,43,,W,15,1009.3,18/2/2014/2/2014
19/2/2014,We,14.7,21.2,3.4,5,10.3,SSW,57,15:29,17,70,,S,17,1007.7,20.2,48,,WSW,31,1008.3,19/2/2014/2/2014
20/2/2014,Th,10.7,21.1,1.6,5.6,10.1,W,46,16:06,16.6,56,,S,11,1017.4,19.2,40,,SW,22,1018.7,20/2/2014/2/2014
21/2/2014,Fr,13.2,21.5,0.2,4.2,3.3,SSE,35,18:02,16.5,48,,SSE,15,1025.1,19.7,35,,S,20,1024.6,21/2/2014/2/2014
22/2/2014,Sa,13.5,23,0,,9.6,SSE,39,15:07,15.7,63,,SSE,9,1026.6,22.4,41,,S,19,1023.9,22/2/2014/2/2014
23/2/2014,Su,13.6,26.7,0,,12.4,ENE,33,2:40,18.1,63,,Calm,,1022.3,25.6,44,,W,17,1019.2,23/2/2014/2/2014
24/2/2014,Mo,13.1,30.1,0,13.8,12.4,W,28,14:29,19.6,54,,SW,2,1018.4,29.7,26,,W,17,1015.3,24/2/2014/2/2014
25/2/2014,Tu,15.2,24,0,5.4,12.1,W,37,10:53,19.8,70,,N,9,1012.8,21.9,54,,SW,20,1012,25/2/2014/2/2014
26/2/2014,We,15.4,23.8,0,5.4,7.6,SSE,41,16:01,18.4,71,,S,7,1015.5,21.7,42,,S,15,1016,26/2/2014/2/2014
27/2/2014,Th,13.5,24.2,0,4.8,12.2,SSE,50,20:59,17,50,,ESE,9,1023.1,23,35,,E,11,1020.7,27/2/2014/2/2014
28/2/2014,Fr,14.6,25.5,0,5.8,12.2,SE,48,0:58,18.2,48,,WNW,9,1022.5,25.1,29,,S,13,1020.8,28/2/2014/2/2014
1/1/2014,We,22,33,,,0.5,WSW,43,13:15,29.8,29,,ENE,4,1006.1,29.7,50,,SSW,24,1007,1/1/2014/1/2014
2/1/2014,Th,16.9,22.7,4.2,13.8,0,SE,33,14:31,17.8,92,,W,4,1008.4,21.2,67,,E,17,1005.1,2/1/2014/1/2014
3/1/2014,Fr,15.2,22.6,0.8,2,8.9,WSW,48,10:57,16.6,78,,SW,11,1009.5,20.2,53,,SW,20,1010.5,3/1/2014/1/2014
4/1/2014,Sa,14.8,22.8,0.6,,13.2,SSW,44,11:07,17.3,57,,SW,19,1013.7,21.3,36,,WSW,24,1012.7,4/1/2014/1/2014
5/1/2014,Su,16,21.7,,,8.4,WSW,57,16:18,19.1,50,,NW,22,1010.9,18.4,76,,WSW,26,1011.9,5/1/2014/1/2014
6/1/2014,Mo,12.5,22.5,2.8,16.2,11,WSW,43,14:20,16.4,45,,S,20,1022.5,21.1,32,,SW,15,1022.6,6/1/2014/1/2014
7/1/2014,Tu,12.1,23.4,0,6.2,12.7,SE,46,21:52,15.2,51,,SE,15,1026.3,22.4,34,,SSE,19,1022,7/1/2014/1/2014
8/1/2014,We,12.7,27.7,0,6.2,13.6,ESE,41,23:30,17.8,53,,WSW,7,1020.8,26.5,31,,W,17,1016.6,8/1/2014/1/2014
9/1/2014,Th,14.9,31.4,0,7,13.4,SSE,37,19:14,21.7,51,,WNW,7,1015.8,30.6,19,,WSW,15,1013.6,9/1/2014/1/2014
10/1/2014,Fr,18.2,35.2,0,8,13,SSE,39,17:30,28.4,43,,Calm,,1015,33.9,29,,WSW,15,1013.9,10/1/2014/1/2014
11/1/2014,Sa,17.1,33,0,,13.4,SE,41,20:32,23.9,39,,W,4,1020,31.1,18,,SSW,15,1017.9,11/1/2014/1/2014
12/1/2014,Su,16.6,35.5,0,,13.6,SE,33,17:00,22.2,46,,WNW,11,1020.3,33.6,22,,E,15,1015.9,12/1/2014/1/2014
13/1/2014,Mo,22.1,42.1,0,27.4,13.4,N,33,11:21,28.7,42,,WSW,6,1013.7,41.1,9,,SW,15,1009.6,13/1/2014/1/2014
14/1/2014,Tu,25.3,45.1,0,10.2,7.4,N,48,16:48,38.6,11,,NE,13,1009.5,43.2,11,,W,20,1008,14/1/2014/1/2014
15/1/2014,We,27.1,43.7,0,9.8,6.6,ESE,41,22:53,34.9,21,,NE,17,1012.7,42.3,12,,W,11,1011,15/1/2014/1/2014
16/1/2014,Th,29.9,44.2,0,11.4,13.3,ESE,50,23:22,37.4,16,,NNE,11,1012.3,44,10,,W,17,1008.3,16/1/2014/1/2014
17/1/2014,Fr,28.3,42.7,0,12.2,11,SE,78,18:57,36.1,12,,N,17,1007,41.1,15,,SW,20,1005.1,17/1/2014/1/2014
18/1/2014,Sa,21.4,30.8,1.6,,12.6,SE,54,23:52,23.5,68,,SSE,17,1013.3,29.8,41,,S,15,1012.2,18/1/2014/1/2014
19/1/2014,Su,16.7,28.8,0,,13.1,SSW,33,14:55,19.9,49,,ESE,11,1014.2,27.7,28,,SSW,17,1011.7,19/1/2014/1/2014
20/1/2014,Mo,15.5,30.2,0,28.2,13.1,S,33,20:27,20.2,47,,S,7,1013.1,29.2,25,,S,17,1010.7,20/1/2014/1/2014
21/1/2014,Tu,14.4,26.8,0,8,13.1,SSE,44,16:08,18.7,52,,SE,17,1016.2,26.2,28,,SSE,19,1014.7,21/1/2014/1/2014
22/1/2014,We,15.4,28.9,0,7,9.6,SE,30,21:32,18.6,54,,WNW,13,1019.4,27.2,31,,ENE,4,1018.5,22/1/2014/1/2014
23/1/2014,Th,18.6,35.3,0,5.8,5.5,SSW,31,20:56,25.6,26,,NE,11,1016,33.3,15,,WSW,17,1012,23/1/2014/1/2014
24/1/2014,Fr,20.1,27.3,0.2,6.8,9.1,WSW,44,16:06,20.5,76,,SW,9,1013.2,25.9,46,,WSW,15,1013.1,24/1/2014/1/2014
25/1/2014,Sa,15,27.1,0,,,SE,35,3:59,18.7,49,,ESE,11,1021.6,26.1,27,,SE,11,1019.4,25/1/2014/1/2014
26/1/2014,Su,18.2,34,0,,13.1,E,41,3:36,23.7,28,,NE,20,1019.4,32.6,11,,ENE,15,1015.9,26/1/2014/1/2014
27/1/2014,Mo,17.6,39.1,0,,13.1,SW,30,13:51,28.8,22,,NNW,7,1015.1,37.2,7,,WSW,15,1012.4,27/1/2014/1/2014
28/1/2014,Tu,20.3,43,0,32.2,12.6,NNW,54,11:17,33.7,15,,N,19,1009.5,38.1,15,,SW,22,1008.6,28/1/2014/1/2014
29/1/2014,We,18.8,31.3,0,12.2,12.5,SSE,35,3:56,21.8,53,,SE,13,1016.2,30,29,,ESE,15,1013.7,29/1/2014/1/2014
30/1/2014,Th,21.7,36.7,0,8,10.7,SW,35,17:23,27.1,33,,ESE,2,1013.5,35.7,23,,WSW,13,1011.6,30/1/2014/1/2014
31/1/2014,Fr,20.9,37.6,0,7,12.8,WSW,30,14:51,25.7,49,,S,4,1012.4,36.2,28,,WSW,15,1010.4,31/1/2014/1/2014
