Date,Day,Minimum temperature (°C),Maximum temperature (°C),Rainfall (mm),Evaporation (mm),Sunshine (hours),Direction of maximum wind gust ,Speed of maximum wind gust (km/h),Time of maximum wind gust,9am Temperature (°C),9am relative humidity (%),9am cloud amount (oktas),9am wind direction,9am wind speed (km/h),9am MSL pressure (hPa),3pm Temperature (°C),3pm relative humidity (%),3pm cloud amount (oktas),3pm wind direction,3pm wind speed (km/h),3pm MSL pressure (hPa),
1/02/2015,Su,19.3,26.6,0,9.4,7,SE,37,13:06,22,75,7,SSW,9,1009.5,24.2,55,6,ESE,19,1009.3,
2/02/2015,Mo,18,25,3.4,6.6,8.7,SSE,61,15:13,19.6,81,7,SSW,19,1015.5,23.4,59,2,S,35,1015.9,
3/02/2015,Tu,18.5,26.5,1,8.6,9.8,SSE,43,13:13,20.1,72,5,SW,17,1020.1,25.7,45,2,SE,24,1017.5,
4/02/2015,We,17.3,25.6,1.2,6.4,6.6,SSE,43,14:00,20.1,70,7,W,15,1015.7,22.9,58,6,SSE,30,1015.7,
5/02/2015,Th,18.6,24.3,7.4,7.2,0.5,ESE,46,1:03,21.9,59,7,ESE,20,1023.2,22.5,54,7,ESE,13,1024.1,
6/02/2015,Fr,17.6,25.6,0.2,4.2,7.8,ESE,31,10:20,20.5,80,7,W,9,1027.7,23.6,53,7,ESE,15,1026.2,
7/02/2015,Sa,18.8,26.5,0,5.4,6.9,ENE,35,16:38,20.3,77,8,WNW,9,1025.2,26,50,4,ENE,22,1021.8,
8/02/2015,Su,18.9,32.1,0,5.6,12.2,E,26,12:45,23.3,71,0,W,9,1018.9,28.3,58,1,E,22,1017,
9/02/2015,Mo,22.7,25.9,0,8,1.2,S,46,4:25,23.7,76,7,S,20,1023.8,25.3,66,7,SE,20,1023.9,
10/02/2015,Tu,21.5,28.2,0,5.8,7.7,ENE,33,18:42,24,82,5,WNW,6,1024.6,27.7,65,3,E,19,1023.1,
11/02/2015,We,22.8,28.6,0.2,5.8,11.3,ENE,41,17:47,25.8,72,6,ENE,17,1023.6,27.1,59,2,E,28,1021,
12/02/2015,Th,21,28.8,0,8,10,ESE,37,15:36,26.1,62,1,SE,4,1021.8,27.6,61,5,ESE,26,1021,
13/02/2015,Fr,20.4,28.1,6.8,7.8,4.6,ENE,31,19:52,22.1,94,7,WNW,7,1024.2,25.1,61,5,ESE,19,1023.3,
14/02/2015,Sa,20.4,27.2,4.4,5,6.7,ENE,39,13:20,23.1,82,2,W,7,1023.1,26.9,55,7,NE,17,1019.9,
15/02/2015,Su,20.3,29.4,0.6,5.6,8.8,NE,37,18:11,22.4,85,7,N,4,1017,26.4,59,3,ENE,20,1014.8,
16/02/2015,Mo,22.1,28,0,8,11.1,NE,46,17:20,25.4,62,3,NE,19,1016.9,26.8,57,7,NE,28,1015.7,
17/02/2015,Tu,21.9,27.8,0,8.4,12.2,NE,48,15:24,25.7,59,3,NNE,19,1019,26.1,56,2,ENE,31,1017.6,
18/02/2015,We,22.2,27.6,0,10.4,12.2,E,41,14:20,26.4,59,2,NE,9,1019.9,26.7,60,2,E,28,1019,
19/02/2015,Th,22.2,27.6,0.2,9.6,5.1,ENE,39,15:45,23,88,7,ENE,11,1021.8,25.8,63,5,E,17,1019.4,
20/02/2015,Fr,21.7,26.8,0,5,1.8,NE,43,22:22,23.8,82,7,W,6,1018,25.6,67,7,E,9,1016.2,
21/02/2015,Sa,20.5,25.6,1,2.8,0,ENE,37,23:42,22.9,88,8,SSE,6,1017.1,24.5,74,8,ESE,15,1016,
22/02/2015,Su,20.7,27.4,1.2,3.4,10.7,E,31,3:02,23.8,82,3,ESE,4,1017.7,26.8,62,6,E,20,1016.9,
2/23/15,Mo,22.4,,0,6.6,,,,,24.1,76,5,NNE,15,1016.9,,,,,,,
1/01/2015,Th,21.4,28.4,0,6.8,11,ENE,43,15:55,25.2,68,1,NE,15,1014.5,27.5,69,3,NE,24,1011.4,
2/01/2015,Fr,21.2,28.5,0,9.2,3.6,S,37,1:23,23.2,78,7,S,17,1018.8,26.3,76,7,ESE,17,1017.7,
3/01/2015,Sa,22,28.8,0,4,12,NE,48,18:22,26.3,76,3,E,15,1020.2,27.7,70,1,NE,22,1017.5,
4/01/2015,Su,22.4,30.4,0,10.2,8.9,SSW,52,18:59,26.9,69,1,E,11,1015.9,27.1,66,7,NE,15,1012.8,
5/01/2015,Mo,20.5,26.3,0.2,10,3.4,S,35,2:22,21.8,82,7,SSW,9,1019.4,25.9,66,7,ESE,15,1018.7,
6/01/2015,Tu,21.3,28.2,0.2,4,11.8,E,26,15:33,24.4,80,5,SSE,11,1020.7,26.8,64,3,E,17,1019.9,
7/01/2015,We,22.8,29.3,0,6.6,12.4,NNE,44,15:32,27.1,64,3,E,17,1020.6,27.9,50,1,NE,22,1018.3,
8/01/2015,Th,21.2,28,0,9.2,13,,,,25.8,55,1,N,6,1016.1,27.4,55,1,NE,31,1011.7,
9/01/2015,Fr,21.8,29.9,0,13.6,8.7,NE,48,14:50,25.7,72,1,E,13,1010.6,26.9,64,2,ENE,31,1007.8,
10/01/2015,Sa,22,28.7,0,7.4,1,,,,24.3,81,7,ESE,2,1010.8,25.2,78,8,ENE,13,1009.1,
11/01/2015,Su,20.6,22.9,21,7.4,0,S,33,0:42,21.1,96,8,ESE,19,1013.6,21.1,92,8,S,13,1012.6,
12/01/2015,Mo,20.4,24.4,9.6,,3.3,S,56,12:08,22.9,76,7,SSE,22,1014.7,22.9,78,7,S,30,1013.3,
13/01/2015,Tu,18.9,28.8,4.8,5.4,7.5,NNE,43,17:49,21.2,94,6,WSW,6,1010.2,24.5,77,5,ENE,20,1005.6,
14/01/2015,We,21.1,34.2,0,6.2,12.7,WSW,54,18:07,28.6,55,1,WNW,6,999.1,33.4,32,2,WNW,28,997.2,
15/01/2015,Th,22,29,0,11,11.7,W,35,6:26,26.1,45,2,WSW,11,1004,24.8,57,1,ESE,24,1004.2,
16/01/2015,Fr,21.2,27.6,0,8.2,12.9,ENE,33,17:29,24.7,67,3,WSW,6,1008.6,26.6,63,2,E,22,1005.8,
17/01/2015,Sa,20.7,35.7,0,3.2,13.4,WNW,39,12:30,27,35,0,W,7,1008,33.5,23,1,E,24,1005.2,
18/01/2015,Su,20.7,29.1,0,10.2,11.8,ESE,39,16:43,24.5,73,5,SSW,13,1011.7,28.6,43,6,ESE,20,1010,
19/01/2015,Mo,20.9,22.7,0,10.4,0.1,SE,44,4:58,21.7,66,8,SSE,28,1014.9,21.7,61,8,SE,24,1015.2,
20/01/2015,Tu,18.1,24.8,6.2,3.4,7.3,ENE,48,9:39,20.3,88,8,ENE,20,1014.3,23.9,64,5,NE,26,1011.9,
21/01/2015,We,19.7,28,18,7.4,10.5,E,59,4:07,24.4,78,5,SSE,2,1011,27.1,61,3,E,20,1010.6,
22/01/2015,Th,22.5,28.3,0.2,8.4,11.7,ENE,37,16:06,26.4,68,5,ESE,9,1014.5,27.5,58,1,E,19,1012.1,
23/01/2015,Fr,22.4,29.1,0,8,10.5,NNE,52,16:35,25.8,74,7,NE,11,1010.1,28.7,61,2,NE,30,1007,
24/01/2015,Sa,22.7,29.1,0,9.2,9.8,NE,43,12:06,26.7,69,1,E,15,1008.1,28.3,54,1,NE,24,1004.9,
25/01/2015,Su,21.6,34.4,1,8,11.2,S,59,18:31,25,77,2,W,6,1003.1,31.2,44,5,E,19,1001.6,
26/01/2015,Mo,20.2,20.4,0.6,10.6,0,SSE,35,23:01,20.4,84,8,SSE,20,1013.2,19.7,88,8,S,17,1013.3,
27/01/2015,Tu,18.9,20.4,33,5.4,0,ESE,37,0:47,19.2,96,8,ESE,20,1013.3,20.2,93,8,E,13,1012.5,
28/01/2015,We,17.3,20.5,57,7.2,2.3,S,43,17:54,17.9,95,8,SSE,17,1013.3,18.2,92,7,SSW,6,1013.5,
29/01/2015,Th,14.6,24.3,14,2.8,12.2,S,57,13:18,19,54,3,SSW,17,1012.9,22.1,47,3,S,35,1011,
30/01/2015,Fr,15.2,27.3,0,8.8,11.2,WSW,48,12:45,19.6,43,1,WSW,20,1009.4,26.8,28,3,WSW,17,1005.4,
31/01/2015,Sa,17,26.1,0,5.8,11.7,ESE,26,12:11,21.4,59,2,WNW,9,1008.1,24.2,42,2,ESE,19,1005.8,
1/12/2014,Mo,19.6,26.8,3.2,9.8,8,NNE,46,16:25,25.1,59,6,E,6,1011,23.6,69,7,NE,20,1007.9,
2/12/2014,Tu,19,28.9,8.2,8.6,10.7,SE,61,0:14,23.7,71,6,WNW,15,1011.9,27.8,56,2,NNE,20,1008.8,
3/12/2014,We,21.6,29.3,1,8.4,7.6,S,59,16:23,26.2,68,4,E,4,1013.2,28.4,55,7,ENE,17,1009.4,
4/12/2014,Th,20,26.9,23.8,8,0,W,61,22:09,22.7,80,7,ENE,9,1012.5,25.3,74,7,ENE,22,1009.4,
5/12/2014,Fr,19.6,27.2,6.2,11,6.9,WNW,52,16:21,24.3,64,7,N,9,1008.3,26.3,59,5,NE,17,1005.6,
6/12/2014,Sa,20.5,26.7,1.8,5.6,6.6,ENE,30,11:49,23.4,70,6,NE,17,1007.7,25.5,61,7,E,17,1004.1,
7/12/2014,Su,18.7,27.2,5.4,7.8,8.9,WNW,50,16:29,24.5,68,2,ENE,11,1006,23.6,81,4,E,22,1003.9,
8/12/2014,Mo,18.9,32,15.8,8.6,7.5,W,70,12:06,22,81,6,ESE,2,1006.8,29.2,42,7,WSW,17,1006.3,
9/12/2014,Tu,21.1,23.8,0.4,7.4,2.1,S,31,0:17,22.5,71,7,ESE,19,1015,23,70,6,ESE,22,1014.3,
10/12/2014,We,20.4,25.3,0,5,2.6,E,33,16:46,22.5,73,6,E,17,1014.8,24.7,69,7,E,22,1011.4,
11/12/2014,Th,20.7,22,9.8,3.4,0.7,SSW,65,12:27,21.7,92,7,W,19,1005.5,18.6,85,7,SSW,26,1008.8,
12/12/2014,Fr,16.6,23,12.2,6,,SSE,63,23:59,20.1,55,3,SSE,33,1017.5,22.4,54,3,SSE,31,1018.2,
13/12/2014,Sa,16.7,24.1,0,8.4,9.7,ESE,44,10:35,20.6,53,5,SE,19,1018.6,21.2,54,4,ESE,28,1016.9,
14/12/2014,Su,15.3,24.4,0,8,10.8,NNE,39,16:56,20,69,5,WNW,7,1014.4,23.2,48,1,ENE,24,1010.7,
15/12/2014,Mo,17.8,25.9,0,8,13,NE,41,16:41,24.3,54,1,ENE,6,1012.2,24.6,48,1,ENE,24,1010.8,
16/12/2014,Tu,20,25,0,11.4,8.7,NE,65,14:41,22.1,60,7,NNE,13,1007.9,24.3,67,3,NE,39,999.6,
17/12/2014,We,19.2,23.8,0,7.6,5.8,,,,21.2,61,2,SSE,33,1006.3,22.3,51,7,SE,22,1007.8,
18/12/2014,Th,18.3,25.3,0,6.8,5.6,E,31,15:20,19.1,80,8,WNW,11,1010.3,24.4,70,6,E,20,1005.5,
19/12/2014,Fr,18.2,24.1,0,6.6,10.8,SSW,56,3:12,21.2,53,1,SSE,31,1012.4,23.2,44,1,SE,22,1013,
20/12/2014,Sa,18,23.1,0,8.4,9.5,ENE,31,15:42,20.7,51,5,ESE,9,1018.5,22.2,50,1,E,20,1016.6,
21/12/2014,Su,16.8,25.7,0,7,12.6,ENE,46,16:34,22.5,65,1,W,6,1018.6,24.1,61,1,E,31,1016,
22/12/2014,Mo,20.5,26.4,0,9.2,8.8,NE,57,13:55,24.8,63,3,ENE,15,1016.9,25.1,69,5,NE,33,1014.8,
23/12/2014,Tu,20.7,26.1,0,8.2,4.6,NE,41,23:29,21.1,84,7,NW,11,1015.4,23.8,81,8,NNE,13,1012.8,
24/12/2014,We,21,24.3,1.6,5,3.3,SSW,54,10:03,22.4,82,7,S,17,1013.7,22.7,71,7,S,28,1013.9,
25/12/2014,Th,19.8,26.8,0,5.8,5.3,WSW,59,16:22,23.2,77,7,N,9,1011.5,25.6,71,7,NE,22,1005.7,
26/12/2014,Fr,19.9,30.4,28.6,4,8.9,SSE,57,13:36,24.1,67,3,WSW,19,1007.8,22.7,66,6,SE,37,1011.3,
27/12/2014,Sa,18.8,21.7,0,10.6,0,ENE,31,22:31,20.6,50,7,ESE,11,1021,20.7,53,7,ESE,15,1020.6,
28/12/2014,Su,18.9,24.2,0,4,2,ENE,30,15:47,20.2,75,7,S,2,1019.2,23.5,61,7,E,13,1015.9,
29/12/2014,Mo,17.7,27.3,0,5.4,12.6,NNE,46,20:31,23.6,62,1,NNW,13,1009.7,25.4,66,1,NE,24,1004.1,
30/12/2014,Tu,19.4,28.1,0,8,12.7,SSW,54,22:25,23.4,59,0,S,13,1007.4,26.9,50,0,E,17,1004,
31/12/2014,We,19.3,25.2,0,9.6,8,SSW,46,23:01,22.2,64,5,E,17,1015.6,23.9,57,2,E,24,1014.4,
1/11/2014,Sa,21.3,36.5,,10,10.6,,,,29.1,35,1,NNW,28,1003.9,32.4,31,6,NW,24,998.2,
2/11/2014,Su,13.7,23.5,2.4,15,12.9,W,56,6:28,16.8,26,1,W,28,1017.9,21.8,23,1,ESE,22,1017.9,
3/11/2014,Mo,13.8,21.5,0.2,7.8,6.8,ESE,37,14:51,17,52,3,WNW,11,1025.4,19.5,57,4,ESE,26,1023.7,
4/11/2014,Tu,16.1,21.8,0,6.6,8.8,ENE,46,14:38,20.4,60,7,NNE,13,1024,21,64,2,ENE,31,1019.4,
5/11/2014,We,17.7,23.5,0,6,3.8,NNE,67,16:38,20.7,67,7,ESE,15,1017.1,21,75,7,NE,30,1012.6,
6/11/2014,Th,15.5,23.2,2,5.6,9.5,SSW,50,4:08,20.1,64,6,SSW,24,1014.8,20.9,57,6,SE,28,1013.9,
7/11/2014,Fr,16.5,22.1,0,6.2,11.9,E,30,14:18,20.6,54,4,E,9,1019.4,21.8,56,5,E,22,1019.5,
8/11/2014,Sa,14.4,23.1,0,6.4,12.3,ENE,41,14:56,21.4,61,2,E,9,1022.4,21.9,60,0,NE,22,1018.9,
9/11/2014,Su,16.5,26.2,0,6.8,10.9,S,54,9:18,23.1,60,1,S,22,1018.8,25.2,53,6,SSE,24,1017.6,
10/11/2014,Mo,18.7,23.6,0,8,3.2,ESE,37,15:56,20.7,73,8,S,13,1018.2,22.2,61,6,SE,20,1016.8,
11/11/2014,Tu,16.6,23.2,0,4.2,5.1,ESE,35,12:25,21.3,51,6,ESE,7,1020.1,19,66,8,SE,20,1019.6,
12/11/2014,We,16.4,22.2,0,4.6,6.1,ENE,33,16:00,18.8,66,6,WNW,6,1019.7,21.6,51,1,E,20,1016,
13/11/2014,Th,18.5,23.5,0,6.8,6.6,NE,39,15:03,20,64,7,ENE,15,1019.2,22.1,68,7,ENE,22,1015.7,
14/11/2014,Fr,17.7,32.2,0,4.8,11.2,SSW,72,20:26,23.3,69,3,SSW,2,1011.8,31.7,39,7,ESE,13,1006.7,
15/11/2014,Sa,18.9,24.1,0,12.8,2.3,SE,39,12:45,20.1,60,8,S,7,1009.9,22.6,50,8,SSE,24,1010,
16/11/2014,Su,18.1,28.5,5.6,5,7.3,W,74,13:42,18.2,87,8,NW,22,1005.6,28.1,27,2,W,44,1001.5,
17/11/2014,Mo,15.2,25.5,0.4,7,12.6,E,35,16:37,21.3,38,2,W,15,1013.8,22.9,48,3,E,24,1011.8,
18/11/2014,Tu,18.6,26.7,0,8,11.7,SSE,43,14:30,22.3,60,3,W,20,1016.7,25.2,45,1,SSE,24,1016.4,
19/11/2014,We,18.1,24.9,0,8,10.1,ENE,41,17:46,21.9,65,7,ENE,11,1021.8,22.7,59,5,E,28,1018.6,
20/11/2014,Th,18.8,31.1,0,6.8,10.6,ENE,41,13:52,24.8,56,7,NE,6,1014.3,26,57,6,ENE,24,1008.7,
21/11/2014,Fr,22.1,33.9,0,8.4,11,SSE,63,20:19,31,36,2,SSE,7,1007.4,30.3,46,2,E,22,1004.6,
22/11/2014,Sa,19.1,26.3,0,10,9.3,SSE,37,23:13,23.6,50,4,SE,9,1015.9,23.4,60,7,E,19,1011.5,
23/11/2014,Su,19.6,30.1,0,6,10.6,SE,44,17:39,24.9,62,3,E,4,1011.5,28.9,54,3,E,22,1007.4,
24/11/2014,Mo,21.1,30.2,0,7.2,6.4,E,33,13:54,23.5,71,6,SSW,6,1015,23.6,76,6,E,28,1007.4,
25/11/2014,Tu,21.8,24.7,5,6.6,5.6,SW,52,8:57,24,65,7,SSW,13,1013,21.6,56,5,ESE,24,1016.4,
26/11/2014,We,19.3,23.3,0,7.4,7.3,ENE,41,16:00,21.5,58,6,ENE,17,1019.7,21.9,66,7,ENE,26,1016.6,
27/11/2014,Th,18.9,20.9,0.4,7.6,0,ESE,43,4:55,19.8,71,6,SSE,26,1022,20.3,61,7,SE,20,1022.4,
28/11/2014,Fr,,23.3,,3.4,11.9,ENE,37,17:18,,,3,E,13,,22.3,46,2,E,19,1021.3,
29/11/2014,Sa,16.6,25.3,,7.4,11.8,ENE,43,15:33,20.9,66,2,W,7,1019.7,24.3,62,4,ENE,28,1015.1,
30/11/2014,Su,19.1,26.8,0,8,8.4,NNE,44,13:56,23.8,64,2,ENE,11,1014.2,24.6,63,4,NE,26,1011.2,
1/10/2014,We,15.6,22.1,0,12,11.3,WSW,61,6:59,18.2,19,1,W,28,1017.7,19.6,28,1,SE,24,1018.5,
2/10/2014,Th,10.4,24.9,0,7.2,11.1,WNW,30,10:03,17.6,45,1,W,11,1022.1,21.3,45,0,NE,13,1017.2,
3/10/2014,Fr,12.8,21.1,0,5.8,6.3,ESE,31,16:24,19,63,4,W,6,1021.1,19.1,58,7,E,17,1019.6,
4/10/2014,Sa,16.4,21.9,0,3,8.5,ENE,39,13:32,19.2,73,7,NE,19,1020.2,21.5,68,1,NE,24,1015.5,
5/10/2014,Su,14,33.8,0,4.4,10.6,SSW,63,18:43,18.4,65,1,W,11,1016,30.8,23,1,E,17,1012.9,
6/10/2014,Mo,17.3,26,0,8.8,8.3,NE,46,17:56,19.7,67,7,WNW,9,1019.2,21.8,64,2,ENE,19,1012.4,
7/10/2014,Tu,19.7,27.9,0,8,7.7,NW,61,7:17,24.1,44,7,WSW,28,1007.8,25.2,30,1,ESE,20,1008.3,
8/10/2014,We,15.1,21.1,5.4,4.6,3.7,SSW,35,23:53,16.7,80,7,SSE,20,1018.7,18.8,54,2,ESE,19,1018,
9/10/2014,Th,14.4,21.2,0,4.8,8.5,ENE,37,16:26,18.6,61,1,WNW,7,1023.2,21,49,1,ENE,22,1020.2,
10/10/2014,Fr,14,22.8,0.2,4.8,7.9,NE,35,17:44,20.2,53,6,NNW,13,1019.5,21.9,58,6,ENE,22,1015.5,
11/10/2014,Sa,14.4,26.8,0,5.4,11.1,NNE,41,19:23,19.9,61,1,WNW,13,1016.8,23.6,61,1,E,19,1014.2,
12/10/2014,Su,17,24.7,0,7.8,11.2,NNE,52,19:50,20.3,66,0,W,9,1017.5,23.3,61,1,NE,26,1013.4,
13/10/2014,Mo,17.9,26.2,0,8.8,5,WNW,57,17:36,22.5,60,7,ESE,11,1007.6,21.5,69,8,ENE,13,1005.7,
